OBJECTID,CaseObjectID,AppliedDate,Fee,IssuedDate,ParcelNo,PropertyAddress,Status,Valuation,WorkDescription,BuildingUseCode,PermitNumber,PermitType,PermitSubType
9438270,20971,2020/01/29 10:00:00+00,142.6,2020/01/29 10:00:00+00,570157025,1039 E WATER ST,CLOSED,0,Converted Adept Permit,,MN-20-0024,R-MECH,B-CONVERT
9438271,20970,2020/01/29 10:00:00+00,142.6,2020/01/29 10:00:00+00,570157021,1031 E WATER ST,CLOSED,0,Converted Adept Permit,,MN-20-0023,R-MECH,B-CONVERT
9438272,20969,2020/01/29 10:00:00+00,142.6,2020/01/29 10:00:00+00,570157020,1029 E WATER ST,CLOSED,0,Converted Adept Permit,,MN-20-0022,R-MECH,B-CONVERT
9438276,20965,2020/01/22 10:00:00+00,231.14,2020/01/22 10:00:00+00,320177000,499 W MAIN ST,CLOSED,0,Walk-In Cooler/Freezer Installation,,MN-20-0018,C-MECH,C-WALKIN
9438300,20941,2019/12/23 10:00:00+00,108.94,2020/01/22 10:00:00+00,280034000,208 E MAIN ST,CLOSED,0,Replace HVAC System,,MN-19-0302,B-CONVERT,B-REPHVAC
9438316,20925,2019/12/02 10:00:00+00,160.96,2019/12/02 10:00:00+00,100056000,1201 W MAIN ST,CLOSED,0,Install Heat Pump,,MN-19-0286,B-CONVERT,B-INSTHP
9438317,20924,2019/12/02 10:00:00+00,108.94,2019/12/02 10:00:00+00,290007000,600 W MAIN ST,ISSUE,0,Ductless Mini-Split System,,MN-19-0285,B-CONVERT,B-DUCTMINI
9438350,20891,2019/10/16 08:00:00+00,129.34,2019/10/16 08:00:00+00,100056000,1201 W MAIN ST,ISSUE,0,Rooftop Unit,,MN-19-0252,B-CONVERT,B-ROOFUNIT
9438406,20835,2019/08/09 08:00:00+00,2993.72,2019/08/14 08:00:00+00,280001000,240 W MAIN ST,CLOSED,0,Converted Adept Permit,,MN-19-0196,C-MECH,B-CONVERT
9438419,20822,2019/07/30 08:00:00+00,97.72,2019/07/30 08:00:00+00,100016000,1309 W MAIN ST,ISSUE,0,Replace HVAC System,,MN-19-0183,B-CONVERT,B-REPHVAC
9438445,20796,2019/06/20 08:00:00+00,108.94,2019/06/20 08:00:00+00,530080000,605 E MAIN ST,CLOSED,0,Ductwork Only,,MN-19-0157,B-CONVERT,B-DUCTWORK
9438446,20795,2019/06/19 08:00:00+00,108.94,2019/07/03 08:00:00+00,280010000,200 W MAIN ST,CLOSED,0,Kitchen Hood Type I,,MN-19-0156,C-MECH,C-KITCHHD
9438454,20787,2019/06/12 08:00:00+00,108.94,2019/06/12 08:00:00+00,280023000,112 E MAIN ST,CLOSED,0,Replace HVAC System,,MN-19-0148,B-CONVERT,B-REPHVAC
9438468,20773,2019/05/31 08:00:00+00,118.12,2019/05/31 08:00:00+00,100016000,1309 W MAIN ST,ISSUE,0,"Replace/Install Boiler (> 100,000 BTU)",,MN-19-0134,B-CONVERT,B-REPBOV
9438541,20700,2019/03/05 10:00:00+00,97.72,2019/03/14 08:00:00+00,530162300,552 E WATER ST,CLOSED,0,Converted Adept Permit,,MN-19-0061,R-MECH,B-CONVERT
9438563,20678,2019/02/07 10:00:00+00,97.72,2019/02/07 10:00:00+00,320153000,711 W MAIN ST,ISSUE,0,"Replace Gas Furnace (< 100,000 BTU)",,MN-19-0038,B-CONVERT,B-REPGFUND
9438575,20666,2019/01/28 10:00:00+00,142.6,2019/01/29 10:00:00+00,530162301,550 E WATER ST 100,CLOSED,0,Install Heat Pump,,MN-19-0026,B-CONVERT,B-INSTHP
9438619,20622,2018/11/30 10:00:00+00,165.04,2018/11/30 10:00:00+00,570157004,1053 E WATER ST,CLOSED,0,Converted Adept Permit,,MN-18-0337,R-MECH,B-CONVERT
9438620,20621,2018/11/30 10:00:00+00,165.04,2018/11/30 10:00:00+00,570157003,1051 E WATER ST,CLOSED,0,Converted Adept Permit,,MN-18-0336,R-MECH,B-CONVERT
9438621,20620,2018/11/30 10:00:00+00,142.6,2018/11/30 10:00:00+00,570157002,1049 E WATER ST,CLOSED,0,Converted Adept Permit,,MN-18-0335,R-MECH,B-CONVERT
9438653,20588,2018/11/01 08:00:00+00,1852.34,2018/11/26 10:00:00+00,290007000,600 W MAIN ST,CLOSED,0,Converted Adept Permit,,MN-18-0303,C-MECH,B-CONVERT
9438665,20576,2018/10/23 08:00:00+00,108.94,2018/11/01 08:00:00+00,310170000,853 W MAIN ST STE A,CLOSED,0,Kitchen Hood Type I,,MN-18-0291,C-MECH,C-KITCHHD
9438668,20573,2018/10/17 08:00:00+00,97.72,2018/11/01 08:00:00+00,530067000,510 E MAIN ST,CLOSED,0,Ductwork Only,,MN-18-0288,B-CONVERT,B-DUCTWORK
9438672,20569,2018/10/04 08:00:00+00,253.58,2018/11/01 08:00:00+00,310170000,853 W MAIN ST STE A,CLOSED,0,Converted Adept Permit,,MN-18-0284,C-MECH,B-CONVERT
9438682,20559,2018/09/26 08:00:00+00,0.0,2018/09/26 08:00:00+00,280040000,300  E MAIN ST,ISSUE,0,Replace HVAC System,,MN-18-0274,B-CONVERT,B-REPHVAC
9438687,20554,2018/09/25 08:00:00+00,108.94,2018/10/08 08:00:00+00,280020100,105 E WATER ST,ISSUE,0,Kitchen Hood Type I,,MN-18-0269,C-MECH,C-KITCHHD
9438691,20550,2018/09/22 08:00:00+00,2807.06,2018/10/23 08:00:00+00,320177000,499 W MAIN ST,CLOSED,0,Converted Adept Permit,,MN-18-0265,C-MECH,B-CONVERT
9438705,20536,2018/09/07 08:00:00+00,131.38,2018/09/07 08:00:00+00,570157005,1055 E WATER ST,CLOSED,0,Converted Adept Permit,,MN-18-0251,R-MECH,B-CONVERT
9438706,20535,2018/09/07 08:00:00+00,131.38,2018/09/07 08:00:00+00,570157006,1057 E WATER ST,CLOSED,0,Converted Adept Permit,,MN-18-0250,R-MECH,B-CONVERT
9438707,20534,2018/09/07 08:00:00+00,131.38,2018/09/07 08:00:00+00,570157007,1059 E WATER ST,CLOSED,0,Converted Adept Permit,,MN-18-0249,R-MECH,B-CONVERT
9438740,20501,2018/08/14 08:00:00+00,142.6,2018/08/14 08:00:00+00,280040000,308 E MAIN ST,CLOSED,0,Replace HVAC System,,MN-18-0216,B-CONVERT,B-REPHVAC
9438741,20500,2018/08/09 08:00:00+00,165.04,2018/08/09 08:00:00+00,530162200,701 E WATER ST 4TH FL,CLOSED,0,Replace HVAC System,,MN-18-0215,B-CONVERT,B-REPHVAC
9438760,20481,2018/07/27 08:00:00+00,299.68,2018/07/27 08:00:00+00,530162300,550 E WATER ST 2ND FLR,CLOSED,0,Converted Adept Permit,,MN-18-0196,C-MECH,B-CONVERT
9438762,20479,2018/07/24 08:00:00+00,97.72,2018/07/25 08:00:00+00,290001000,632 W MAIN ST,CLOSED,0,"Replace/Install Boiler (< 100,000 BTU)",,MN-18-0194,B-CONVERT,B-REPBUN
9438764,20477,2018/07/24 08:00:00+00,185.44,2018/07/24 08:00:00+00,100056000,1201 W MAIN ST,CLOSED,0,Replace HVAC System,,MN-18-0192,B-CONVERT,B-REPHVAC
9438765,20476,2018/07/24 08:00:00+00,140.56,,100056000,1201 W MAIN ST,CANCELLED,0,Replace HVAC System,,MN-18-0191,B-CONVERT,B-REPHVAC
9438796,20445,2018/06/11 08:00:00+00,183.4,2018/06/12 08:00:00+00,100050000,1001 W MAIN ST STE 3,CLOSED,0,Replace HVAC System,,MN-18-0160,B-CONVERT,B-REPHVAC
9438816,20425,2018/05/21 08:00:00+00,97.72,2018/05/21 08:00:00+00,530077B00,534 E MAIN ST B,ISSUE,0,Rooftop Unit,,MN-18-0140,B-CONVERT,B-ROOFUNIT
9438845,20396,2018/04/18 08:00:00+00,153.82,2018/04/18 08:00:00+00,530162200,701 E WATER ST,ISSUE,0,Replace HVAC System,,MN-18-0111,B-CONVERT,B-REPHVAC
9438846,20395,2018/04/18 08:00:00+00,97.72,2018/04/19 08:00:00+00,280089000,250 W MAIN ST,CLOSED,0,Replace HVAC System,,MN-18-0110,B-CONVERT,B-REPHVAC
9438862,20379,2018/03/22 08:00:00+00,142.6,2018/05/23 08:00:00+00,280038000,300 E MAIN ST,ISSUE,0,Kitchen Hood Type I,,MN-18-0094,C-MECH,C-KITCHHD
9438868,20373,2018/03/19 08:00:00+00,108.94,2018/04/02 08:00:00+00,330155300,255 W MAIN ST,CLOSED,0,Rooftop Unit,,MN-18-0088,B-CONVERT,B-ROOFUNIT
9438877,20364,2018/03/06 10:00:00+00,131.38,2018/03/19 08:00:00+00,100064000,1106 W MAIN ST,CLOSED,0,Kitchen Hood Type I,,MN-18-0079,C-MECH,C-KITCHHD
9438879,20362,2018/03/02 10:00:00+00,571.52,2018/03/07 10:00:00+00,530162300,550 E WATER ST,CLOSED,0,Converted Adept Permit,,MN-18-0077,C-MECH,B-CONVERT
9438889,20352,2018/02/21 10:00:00+00,108.94,2018/02/23 10:00:00+00,100050000,1001 W MAIN ST STE 3,CLOSED,0,Kitchen Hood Type I,,MN-18-0067,C-MECH,C-KITCHHD
9438906,20335,2018/02/09 10:00:00+00,97.72,2018/02/12 10:00:00+00,100064000,1106 W MAIN ST,CLOSED,0,Ductwork Only,,MN-18-0050,B-CONVERT,B-DUCTWORK
9438927,20314,2018/01/19 10:00:00+00,405.56,2018/01/19 10:00:00+00,280038000,300 E MAIN ST,CLOSED,0,Replace HVAC System,,MN-18-0029,B-CONVERT,B-REPHVAC
9438930,20311,2018/01/18 10:00:00+00,187.48,2018/01/18 10:00:00+00,530080000,605 E MAIN ST,CLOSED,0,Replace HVAC System,,MN-18-0026,B-CONVERT,B-REPHVAC
9438979,20262,2017/12/04 10:00:00+00,176.26,2018/05/14 08:00:00+00,570157017,1085 E WATER ST,CLOSED,0,Converted Adept Permit,,MN-17-0350,R-MECH,B-CONVERT
9438993,20248,2017/11/17 10:00:00+00,616.4,2017/11/17 10:00:00+00,280038000,300 E MAIN ST,ISSUE,0,Replace HVAC System,,MN-17-0336,B-CONVERT,B-REPHVAC
9439004,20237,2017/11/01 08:00:00+00,131.38,2017/11/01 08:00:00+00,570157018,1087 E WATER ST,CLOSED,0,Converted Adept Permit,,MN-17-0325,R-MECH,B-CONVERT
9439005,20236,2017/11/01 08:00:00+00,131.38,2017/11/01 08:00:00+00,570157010,1065 E WATER ST,CLOSED,0,Converted Adept Permit,,MN-17-0324,R-MECH,B-CONVERT
9439006,20235,2017/11/01 08:00:00+00,131.38,2017/11/01 08:00:00+00,570157008,1061 E WATER ST,CLOSED,0,Converted Adept Permit,,MN-17-0323,R-MECH,B-CONVERT
9439041,20200,2017/09/29 08:00:00+00,97.72,2017/10/11 08:00:00+00,100059000,1211 W MAIN ST,CLOSED,0,Kitchen Hood Type I,,MN-17-0288,C-MECH,C-KITCHHD
9439046,20195,2017/09/20 08:00:00+00,142.6,2017/09/22 08:00:00+00,330255000,103 W MAIN ST,EXPIRED,0,Replace HVAC System,,MN-17-0283,B-CONVERT,B-REPHVAC
9439061,20180,2017/08/29 08:00:00+00,153.82,2017/11/08 10:00:00+00,570157019,1089 E WATER ST,CLOSED,0,Converted Adept Permit,,MN-17-0268,R-MECH,B-CONVERT
9439063,20178,2017/08/28 08:00:00+00,131.38,2017/08/28 08:00:00+00,570157016,1083 E WATER ST,CLOSED,0,Converted Adept Permit,,MN-17-0266,R-MECH,B-CONVERT
9439064,20177,2017/08/28 08:00:00+00,0.0,,570157016,1083 E WATER ST,CANCELLED,0,Converted Adept Permit,,MN-17-0265,R-MECH,B-CONVERT
9439065,20176,2017/08/28 08:00:00+00,142.6,2017/08/28 08:00:00+00,570157015,1081 E WATER ST,CLOSED,0,Converted Adept Permit,,MN-17-0264,R-MECH,B-CONVERT
9439072,20169,2017/08/16 08:00:00+00,13444.64,2017/08/21 08:00:00+00,310170000,853 W MAIN ST,CLOSED,0,Converted Adept Permit,,MN-17-0257,C-MECH,B-CONVERT
9439080,20161,2017/08/10 08:00:00+00,97.72,2017/08/15 08:00:00+00,330233000,225 E MAIN ST,CLOSED,0,Ductwork Only,,MN-17-0249,B-CONVERT,B-DUCTWORK
9439090,20151,2017/07/27 08:00:00+00,120.16,2017/10/19 08:00:00+00,280025000,118 E MAIN ST,CLOSED,0,Replace HVAC System,,MN-17-0239,B-CONVERT,B-REPHVAC
9439098,20143,2017/07/18 08:00:00+00,176.26,2017/08/29 08:00:00+00,570157014,1077 E WATER ST,CLOSED,0,Converted Adept Permit,,MN-17-0231,R-MECH,B-CONVERT
9439121,20120,2017/07/05 08:00:00+00,165.04,2017/07/05 08:00:00+00,570157013,1075 E WATER ST,CLOSED,0,Converted Adept Permit,,MN-17-0208,R-MECH,B-CONVERT
9439126,20115,2017/06/30 08:00:00+00,120.16,2017/06/30 08:00:00+00,100050000,1001 W MAIN ST STE 2,CLOSED,0,Replace HVAC System,,MN-17-0203,B-CONVERT,B-REPHVAC
9439150,20091,2017/06/09 08:00:00+00,120.16,2017/06/09 08:00:00+00,280040000,306 E MAIN ST,CLOSED,0,Replace HVAC System,,MN-17-0179,B-CONVERT,B-REPHVAC
9439175,20066,2017/05/23 08:00:00+00,142.6,2017/05/23 08:00:00+00,570157011,1071 E WATER ST,CLOSED,0,Converted Adept Permit,,MN-17-0153,R-MECH,B-CONVERT
9439176,20065,2017/05/23 08:00:00+00,142.6,2017/05/23 08:00:00+00,570157009,1063 E WATER ST,CLOSED,0,Converted Adept Permit,,MN-17-0152,R-MECH,B-CONVERT
9439177,20064,2017/05/23 08:00:00+00,176.04,2017/05/23 08:00:00+00,570157012,1073 E WATER ST,CLOSED,0,Converted Adept Permit,,MN-17-0151,R-MECH,B-CONVERT
9439259,19982,2017/03/16 08:00:00+00,489.2,2017/03/16 08:00:00+00,100059000,1211 W MAIN ST,CLOSED,0,Replace HVAC System,,MN-17-0069,B-CONVERT,B-REPHVAC
9439276,19965,2017/03/02 10:00:00+00,153.82,2017/03/02 10:00:00+00,280061000,210 E WATER ST,CLOSED,0,Replace HVAC System,,MN-17-0052,B-CONVERT,B-REPHVAC
9439315,19926,2017/01/18 10:00:00+00,129.34,2017/01/18 10:00:00+00,530080000,605 E MAIN ST,CLOSED,0,Replace HVAC System,,MN-17-0013,B-CONVERT,B-REPHVAC
9439337,19904,2016/12/20 10:00:00+00,108.94,2016/12/27 10:00:00+00,330248000,111 E MAIN ST,CLOSED,0,Kitchen Hood Type I,,MN-16-0319,C-MECH,C-KITCHHD
9439346,19895,2016/12/05 10:00:00+00,140.56,2016/12/06 10:00:00+00,100068000,1000 W MAIN ST STE A,CLOSED,0,Converted Adept Permit,,MN-16-0310,C-MECH,B-CONVERT
9439348,19893,2016/12/02 10:00:00+00,108.94,2016/12/13 10:00:00+00,100050000,1001 W MAIN ST,CLOSED,0,Kitchen Hood Type I,,MN-16-0308,C-MECH,C-KITCHHD
9439352,19889,2016/12/01 10:00:00+00,6955.4,2016/12/07 10:00:00+00,100064000,1106 W MAIN ST,CLOSED,0,Converted Adept Permit,,MN-16-0304,C-MECH,B-CONVERT
9439379,19862,2016/11/09 10:00:00+00,187.48,2016/11/22 10:00:00+00,100016000,1309 W MAIN ST,CLOSED,0,Replace HVAC System,,MN-16-0277,B-CONVERT,B-REPHVAC
9439393,19848,2016/10/14 08:00:00+00,120.16,2016/10/20 08:00:00+00,280016007,108 W MAIN ST G,CLOSED,0,Replace HVAC System,,MN-16-0263,B-CONVERT,B-REPHVAC
9439412,19829,2016/09/27 08:00:00+00,183.4,2016/09/27 08:00:00+00,100050000,1001 W MAIN ST,CLOSED,0,Rooftop Unit,,MN-16-0244,B-CONVERT,B-ROOFUNIT
9439434,19807,2016/09/07 08:00:00+00,120.16,2016/09/07 08:00:00+00,320174000,507 W MAIN ST,CLOSED,0,Replace HVAC System,,MN-16-0222,B-CONVERT,B-REPHVAC
9439462,19779,2016/08/01 08:00:00+00,149.74,2016/08/01 08:00:00+00,330228000,317 E MAIN ST,CLOSED,0,"Replace Gas Furnace (> 100,000 BTU)",,MN-16-0194,B-CONVERT,B-REPGFOV
9439626,19615,2016/02/03 10:00:00+00,286.22,2016/02/03 10:00:00+00,530162200,701 E WATER ST,CLOSED,0,Replace HVAC System,,MN-16-0030,B-CONVERT,B-REPHVAC
9439629,19612,2016/01/29 10:00:00+00,108.94,2016/03/17 08:00:00+00,320157000,701 W MAIN ST,CLOSED,0,Kitchen Hood Type I,,MN-16-0027,C-MECH,C-KITCHHD
9439631,19610,2016/01/29 10:00:00+00,165.04,2016/01/29 10:00:00+00,280045000,400 E MAIN ST,CLOSED,0,Replace HVAC System,,MN-16-0025,B-CONVERT,B-REPHVAC
9439648,19593,2016/01/11 10:00:00+00,120.16,2016/01/11 10:00:00+00,330229000,313 E MAIN ST,ISSUE,0,Replace HVAC System,,MN-16-0008,B-CONVERT,B-REPHVAC
9439684,19557,2015/11/24 10:00:00+00,242.14,2015/11/24 10:00:00+00,330268000,211 W MAIN ST,CLOSED,0,Replace HVAC System,,MN-15-0271,B-CONVERT,B-REPHVAC
9439694,19547,2015/11/11 10:00:00+00,260.72,2015/11/11 10:00:00+00,330229000,313 E MAIN ST,ISSUE,0,Replace HVAC System,,MN-15-0261,B-CONVERT,B-REPHVAC
9439711,19530,2015/10/23 08:00:00+00,108.94,2015/10/23 08:00:00+00,290017000,324 W MAIN ST,ISSUE,0,Replace HVAC System,,MN-15-0244,B-CONVERT,B-REPHVAC
9439723,19518,2015/10/02 08:00:00+00,97.72,,330266000,201-207 W MAIN ST,CANCELLED,0,Install Generator,,MN-15-0232,B-CONVERT,B-INSTGEN
9439746,19495,2015/09/10 08:00:00+00,8038.64,2015/09/10 08:00:00+00,100068000,1000 W MAIN ST,CLOSED,0,Converted Adept Permit,,MN-15-0209,C-MECH,B-CONVERT
9439747,19494,2015/09/09 08:00:00+00,540.92,2015/11/10 10:00:00+00,100016000,1309 W MAIN ST,CLOSED,0,Replace HVAC System,,MN-15-0208,B-CONVERT,B-REPHVAC
9439751,19490,2015/09/03 08:00:00+00,142.6,2015/09/25 08:00:00+00,320171000,609 W MAIN ST,ISSUE,0,Rooftop Unit,,MN-15-0204,B-CONVERT,B-ROOFUNIT
9439760,19481,2015/08/27 08:00:00+00,160.96,2015/08/27 08:00:00+00,320156000,709 W MAIN ST,CLOSED,0,Rooftop Unit,,MN-15-0195,B-CONVERT,B-ROOFUNIT
9439776,19465,2015/08/17 08:00:00+00,120.16,2015/08/17 08:00:00+00,280084170,250 W MAIN ST 604,ISSUE,0,Replace HVAC System,,MN-15-0179,B-CONVERT,B-REPHVAC
9439802,19439,2015/07/21 08:00:00+00,97.72,2015/10/14 08:00:00+00,330266000,201 W MAIN ST,ISSUE,0,Install Generator,,MN-15-0153,B-CONVERT,B-INSTGEN
9439860,19381,2015/05/12 08:00:00+00,286.22,2015/05/14 08:00:00+00,100016000,1309 W MAIN ST,CLOSED,0,Replace HVAC System,,MN-15-0095,B-CONVERT,B-REPHVAC
9439865,19376,2015/05/04 08:00:00+00,108.94,2015/06/17 08:00:00+00,280010000,200 W MAIN ST,EXPIRED,0,Kitchen Hood Type I,,MN-15-0090,C-MECH,C-KITCHHD
9439876,19365,2015/04/07 08:00:00+00,120.16,2015/04/07 08:00:00+00,300003000,852 W MAIN ST STE 108,CLOSED,0,Converted Adept Permit,,MN-15-0079,C-MECH,B-CONVERT
9439889,19352,2015/04/03 08:00:00+00,108.94,2015/04/03 08:00:00+00,100008000,1325 W MAIN ST,ISSUE,0,Replace HVAC System,,MN-15-0066,B-CONVERT,B-REPHVAC
9439895,19346,2015/03/23 08:00:00+00,1764.62,2015/03/25 08:00:00+00,100016000,1309 W MAIN ST,CLOSED,0,Replace HVAC System,,MN-15-0060,B-CONVERT,B-REPHVAC
9439911,19330,2015/03/02 10:00:00+00,108.94,2015/03/25 08:00:00+00,280001000,219 W MAIN ST,CLOSED,0,Kitchen Hood Type I,,MN-15-0044,C-MECH,C-KITCHHD
9439915,19326,2015/02/24 10:00:00+00,97.72,2015/03/02 10:00:00+00,100007000,1329 W MAIN ST,CLOSED,0,Kitchen Hood Type I,,MN-15-0040,C-MECH,C-KITCHHD
9439924,19317,2015/02/10 10:00:00+00,251.54,2015/02/19 10:00:00+00,280010000,200 W MAIN ST,CLOSED,0,Replace HVAC System,,MN-15-0031,B-CONVERT,B-REPHVAC
9439973,19268,2014/12/08 10:00:00+00,108.94,2014/12/09 10:00:00+00,100056000,1201 W MAIN ST,ISSUE,0,Replace HVAC System,,MN-14-0284,B-CONVERT,B-REPHVAC
9439995,19246,2014/11/06 10:00:00+00,118.12,2014/11/06 10:00:00+00,280061000,200 E WATER ST,ISSUE,0,Replace HVAC System,,MN-14-0262,B-CONVERT,B-REPHVAC
9440009,19232,2014/10/24 08:00:00+00,97.72,2015/07/08 08:00:00+00,320174000,511 W MAIN ST,EXPIRED,0,Kitchen Hood Type I,,MN-14-0248,C-MECH,C-KITCHHD
9440017,19224,2014/10/21 08:00:00+00,140.56,2014/10/22 08:00:00+00,320174000,507 W MAIN ST,CLOSED,0,Rooftop Unit,,MN-14-0240,B-CONVERT,B-ROOFUNIT
9440047,19194,2014/09/16 08:00:00+00,108.94,2014/09/30 08:00:00+00,290012000,416 W MAIN ST,CLOSED,0,Kitchen Hood Type I,,MN-14-0210,C-MECH,C-KITCHHD
9440052,19189,2014/09/12 08:00:00+00,108.94,2014/10/08 08:00:00+00,300003000,852 W MAIN ST STE 110,CLOSED,0,Kitchen Hood Type I,,MN-14-0205,C-MECH,C-KITCHHD
9440078,19163,2014/08/12 08:00:00+00,298.46,2014/08/12 08:00:00+00,530162200,701 E WATER ST,CLOSED,0,Replace HVAC System,,MN-14-0179,B-CONVERT,B-REPHVAC
9440096,19145,2014/07/22 08:00:00+00,108.94,2014/07/23 08:00:00+00,280028000,115 E WATER ST,ISSUE,0,Replace HVAC System,,MN-14-0161,B-CONVERT,B-REPHVAC
9440104,19137,2014/07/14 08:00:00+00,108.94,2014/07/14 08:00:00+00,280016000,118-120 W MAIN ST,ISSUE,0,Replace HVAC System,,MN-14-0153,B-CONVERT,B-REPHVAC
9440113,19128,2014/07/04 08:00:00+00,4464.34,2014/07/23 08:00:00+00,320197000,315 W MAIN ST,CLOSED,0,Converted Adept Permit,,MN-14-0144,C-MECH,B-CONVERT
9440121,19120,2014/06/27 08:00:00+00,135.46,2014/07/11 08:00:00+00,300003000,852 W MAIN ST STE 110,CLOSED,0,Converted Adept Permit,,MN-14-0136,C-MECH,B-CONVERT
9440140,19101,2014/06/11 08:00:00+00,87.72,2014/06/11 08:00:00+00,530091LE0,501 E MAIN ST,CLOSED,0,Replace HVAC System,,MN-14-0117,B-CONVERT,B-REPHVAC
9440149,19092,2014/06/05 08:00:00+00,0.0,2014/06/05 08:00:00+00,530059000,401 E MAIN ST,CANCELLED,0,Replace HVAC System,,MN-14-0108,B-CONVERT,B-REPHVAC
9440158,19083,2014/05/23 08:00:00+00,120.16,2014/05/23 08:00:00+00,310167000,913 W MAIN ST,ISSUE,0,Replace HVAC System,,MN-14-0099,B-CONVERT,B-REPHVAC
9440185,19056,2014/04/16 08:00:00+00,195.16,2014/04/25 08:00:00+00,530059000,401 E MAIN ST,CLOSED,0,Kitchen Hood Type I,,MN-14-0072,C-MECH,C-KITCHHD
9440194,19047,2014/04/04 08:00:00+00,120.16,2014/04/08 08:00:00+00,530059000,401 E MAIN ST,CLOSED,0,Replace HVAC System,,MN-14-0063,B-CONVERT,B-REPHVAC
9440198,19043,2014/03/31 08:00:00+00,97.72,2014/03/31 08:00:00+00,280061000,200 E WATER ST,ISSUE,0,Replace HVAC System,,MN-14-0059,B-CONVERT,B-REPHVAC
9440230,19011,2014/02/06 10:00:00+00,142.6,2014/02/06 10:00:00+00,290011000,420 W MAIN ST,CLOSED,0,Rooftop Unit,,MN-14-0027,B-CONVERT,B-ROOFUNIT
9440253,18988,2014/01/07 10:00:00+00,97.72,2014/01/07 10:00:00+00,320179000,417 W MAIN ST,CLOSED,0,Replace HVAC System,,MN-14-0004,B-CONVERT,B-REPHVAC
9440297,18944,2013/11/05 10:00:00+00,120.16,2013/11/13 10:00:00+00,320171000,605  W MAIN ST,CLOSED,0,Replace HVAC System,,MN-13-0325,B-CONVERT,B-REPHVAC
9440304,18937,2013/10/28 08:00:00+00,97.72,2013/10/29 08:00:00+00,320153000,711 W MAIN ST,CLOSED,0,Ductwork Only,,MN-13-0318,B-CONVERT,B-DUCTWORK
9440309,18932,2013/10/23 08:00:00+00,9102.5,2013/11/07 10:00:00+00,300003000,852 W MAIN ST,CLOSED,0,Converted Adept Permit,,MN-13-0313,C-MECH,B-CONVERT
9440328,18913,2013/10/07 08:00:00+00,108.94,2013/10/07 08:00:00+00,320156000,709 W MAIN ST,CLOSED,0,Replace HVAC System,,MN-13-0294,B-CONVERT,B-REPHVAC
9440339,18902,2013/09/30 08:00:00+00,120.16,2013/10/02 08:00:00+00,320156000,709 W MAIN ST,CLOSED,0,Kitchen Hood Type I,,MN-13-0283,C-MECH,C-KITCHHD
9440443,18798,2013/06/25 08:00:00+00,108.94,2013/06/25 08:00:00+00,280045000,400 E MAIN ST,CLOSED,0,Replace HVAC System,,MN-13-0179,B-CONVERT,B-REPHVAC
9440497,18744,2013/05/01 08:00:00+00,97.72,2013/05/01 08:00:00+00,100050000,1001 W MAIN ST,ISSUE,0,Ductwork Only,,MN-13-0125,B-CONVERT,B-DUCTWORK
9440513,18728,2013/04/11 08:00:00+00,15318.38,2013/07/10 08:00:00+00,570157000,1111 E WATER ST,CLOSED,0,Converted Adept Permit,,MN-13-0109,C-MECH,B-CONVERT
9440520,18721,2013/04/08 08:00:00+00,97.72,2013/04/08 08:00:00+00,280044000,322 E MAIN ST,ISSUE,0,Replace HVAC System,,MN-13-0102,B-CONVERT,B-REPHVAC
9440527,18714,2013/04/03 08:00:00+00,97.72,2013/04/03 08:00:00+00,320153000,711 W MAIN ST,ISSUE,0,Replace HVAC System,,MN-13-0095,B-CONVERT,B-REPHVAC
9440544,18697,2013/03/25 08:00:00+00,240.32,2013/03/25 08:00:00+00,100051000,1003 W MAIN ST,ISSUE,0,Replace HVAC System,,MN-13-0078,B-CONVERT,B-REPHVAC
9440554,18687,2013/03/08 10:00:00+00,97.72,2013/03/08 10:00:00+00,2800601D0,410 E WATER ST #400,CLOSED,0,Ductwork Only,,MN-13-0068,B-CONVERT,B-DUCTWORK
9440568,18673,2013/03/01 10:00:00+00,97.72,2013/03/01 10:00:00+00,290017000,324 W MAIN ST,CLOSED,0,Gas Line,,MN-13-0054,B-CONVERT,B-GASLINE
9440592,18649,2013/02/01 10:00:00+00,160.96,2013/02/08 10:00:00+00,320179000,417  W MAIN ST,EXPIRED,0,Replace HVAC System,,MN-13-0030,B-CONVERT,B-REPHVAC
9440600,18641,2013/01/24 10:00:00+00,118.12,2013/01/30 10:00:00+00,280034000,208 E MAIN ST,EXPIRED,0,Rooftop Unit,,MN-13-0022,B-CONVERT,B-ROOFUNIT
9440609,18632,2013/01/11 10:00:00+00,97.72,2013/01/11 10:00:00+00,2800601C0,410 E WATER ST #300,CLOSED,0,Replace HVAC System,,MN-13-0013,B-CONVERT,B-REPHVAC
9440618,18623,2013/01/04 10:00:00+00,120.16,2013/01/07 10:00:00+00,320171000,603  W MAIN ST,ISSUE,0,Replace HVAC System,,MN-13-0004,B-CONVERT,B-REPHVAC
9440622,18619,2013/01/02 10:00:00+00,275.2,2013/01/07 10:00:00+00,320156000,707  W MAIN ST,ISSUE,0,Replace HVAC System,,MN-12-0302,B-CONVERT,B-REPHVAC
9440641,18600,2012/12/12 10:00:00+00,97.72,2012/12/28 10:00:00+00,330273000,223 W MAIN ST,EXPIRED,0,Kitchen Hood Type I,,MN-12-0283,C-MECH,C-KITCHHD
